Train_image_path,Train_mask_path
data//images/CL_HandE_1234_B004_bottomright40.tiff,data//masks/CL_HandE_1234_B004_bottomright40.tiff
data//images/CL_HandE_1234_B004_bottomright41.tiff,data//masks/CL_HandE_1234_B004_bottomright41.tiff
data//images/CL_HandE_1234_B004_bottomright42.tiff,data//masks/CL_HandE_1234_B004_bottomright42.tiff
data//images/CL_HandE_1234_B004_bottomright43.tiff,data//masks/CL_HandE_1234_B004_bottomright43.tiff
data//images/CL_HandE_1234_B004_bottomright44.tiff,data//masks/CL_HandE_1234_B004_bottomright44.tiff
data//images/CL_HandE_1234_B004_bottomright45.tiff,data//masks/CL_HandE_1234_B004_bottomright45.tiff
data//images/CL_HandE_1234_B004_bottomright46.tiff,data//masks/CL_HandE_1234_B004_bottomright46.tiff
data//images/CL_HandE_1234_B004_bottomright47.tiff,data//masks/CL_HandE_1234_B004_bottomright47.tiff
data//images/CL_HandE_1234_B004_bottomright48.tiff,data//masks/CL_HandE_1234_B004_bottomright48.tiff
data//images/CL_HandE_1234_B004_bottomright49.tiff,data//masks/CL_HandE_1234_B004_bottomright49.tiff
data//images/CL_HandE_1234_B004_bottomright50.tiff,data//masks/CL_HandE_1234_B004_bottomright50.tiff
data//images/CL_HandE_1234_B004_bottomright51.tiff,data//masks/CL_HandE_1234_B004_bottomright51.tiff
data//images/CL_HandE_1234_B004_bottomright52.tiff,data//masks/CL_HandE_1234_B004_bottomright52.tiff
data//images/CL_HandE_1234_B004_bottomright53.tiff,data//masks/CL_HandE_1234_B004_bottomright53.tiff
data//images/CL_HandE_1234_B004_bottomright54.tiff,data//masks/CL_HandE_1234_B004_bottomright54.tiff
data//images/CL_HandE_1234_B004_bottomright55.tiff,data//masks/CL_HandE_1234_B004_bottomright55.tiff
data//images/CL_HandE_1234_B004_bottomright56.tiff,data//masks/CL_HandE_1234_B004_bottomright56.tiff
data//images/CL_HandE_1234_B004_bottomright57.tiff,data//masks/CL_HandE_1234_B004_bottomright57.tiff
data//images/CL_HandE_1234_B004_bottomright58.tiff,data//masks/CL_HandE_1234_B004_bottomright58.tiff
data//images/CL_HandE_1234_B004_bottomright59.tiff,data//masks/CL_HandE_1234_B004_bottomright59.tiff
data//images/CL_HandE_1234_B004_bottomright60.tiff,data//masks/CL_HandE_1234_B004_bottomright60.tiff
data//images/CL_HandE_1234_B004_bottomright61.tiff,data//masks/CL_HandE_1234_B004_bottomright61.tiff
data//images/CL_HandE_1234_B004_bottomright62.tiff,data//masks/CL_HandE_1234_B004_bottomright62.tiff
data//images/CL_HandE_1234_B004_bottomright63.tiff,data//masks/CL_HandE_1234_B004_bottomright63.tiff
data//images/CL_HandE_1234_B004_bottomright64.tiff,data//masks/CL_HandE_1234_B004_bottomright64.tiff
data//images/CL_HandE_1234_B004_bottomright65.tiff,data//masks/CL_HandE_1234_B004_bottomright65.tiff
data//images/CL_HandE_1234_B004_bottomright66.tiff,data//masks/CL_HandE_1234_B004_bottomright66.tiff
data//images/CL_HandE_1234_B004_bottomright67.tiff,data//masks/CL_HandE_1234_B004_bottomright67.tiff
data//images/CL_HandE_1234_B004_bottomright68.tiff,data//masks/CL_HandE_1234_B004_bottomright68.tiff
data//images/CL_HandE_1234_B004_bottomright69.tiff,data//masks/CL_HandE_1234_B004_bottomright69.tiff
data//images/CL_HandE_1234_B004_bottomright70.tiff,data//masks/CL_HandE_1234_B004_bottomright70.tiff
data//images/CL_HandE_1234_B004_bottomright71.tiff,data//masks/CL_HandE_1234_B004_bottomright71.tiff
data//images/CL_HandE_1234_B004_bottomright72.tiff,data//masks/CL_HandE_1234_B004_bottomright72.tiff
data//images/CL_HandE_1234_B004_bottomright73.tiff,data//masks/CL_HandE_1234_B004_bottomright73.tiff
data//images/CL_HandE_1234_B004_bottomright74.tiff,data//masks/CL_HandE_1234_B004_bottomright74.tiff
data//images/CL_HandE_1234_B004_bottomright75.tiff,data//masks/CL_HandE_1234_B004_bottomright75.tiff
data//images/CL_HandE_1234_B004_bottomright76.tiff,data//masks/CL_HandE_1234_B004_bottomright76.tiff
data//images/CL_HandE_1234_B004_bottomright77.tiff,data//masks/CL_HandE_1234_B004_bottomright77.tiff
data//images/CL_HandE_1234_B004_bottomright78.tiff,data//masks/CL_HandE_1234_B004_bottomright78.tiff
data//images/CL_HandE_1234_B004_bottomright79.tiff,data//masks/CL_HandE_1234_B004_bottomright79.tiff
data//images/CL_HandE_1234_B004_bottomright80.tiff,data//masks/CL_HandE_1234_B004_bottomright80.tiff
data//images/CL_HandE_1234_B004_bottomright81.tiff,data//masks/CL_HandE_1234_B004_bottomright81.tiff
data//images/CL_HandE_1234_B004_bottomright82.tiff,data//masks/CL_HandE_1234_B004_bottomright82.tiff
data//images/CL_HandE_1234_B004_bottomright83.tiff,data//masks/CL_HandE_1234_B004_bottomright83.tiff
data//images/CL_HandE_1234_B004_bottomright84.tiff,data//masks/CL_HandE_1234_B004_bottomright84.tiff
data//images/CL_HandE_1234_B004_bottomright85.tiff,data//masks/CL_HandE_1234_B004_bottomright85.tiff
data//images/CL_HandE_1234_B004_bottomright86.tiff,data//masks/CL_HandE_1234_B004_bottomright86.tiff
data//images/CL_HandE_1234_B004_bottomright87.tiff,data//masks/CL_HandE_1234_B004_bottomright87.tiff
data//images/CL_HandE_1234_B004_bottomright88.tiff,data//masks/CL_HandE_1234_B004_bottomright88.tiff
data//images/CL_HandE_1234_B004_bottomright89.tiff,data//masks/CL_HandE_1234_B004_bottomright89.tiff
data//images/CL_HandE_1234_B004_bottomright90.tiff,data//masks/CL_HandE_1234_B004_bottomright90.tiff
data//images/CL_HandE_1234_B004_bottomright91.tiff,data//masks/CL_HandE_1234_B004_bottomright91.tiff
data//images/CL_HandE_1234_B004_bottomright92.tiff,data//masks/CL_HandE_1234_B004_bottomright92.tiff
data//images/CL_HandE_1234_B004_bottomright93.tiff,data//masks/CL_HandE_1234_B004_bottomright93.tiff
data//images/CL_HandE_1234_B004_bottomright94.tiff,data//masks/CL_HandE_1234_B004_bottomright94.tiff
data//images/CL_HandE_1234_B004_bottomright95.tiff,data//masks/CL_HandE_1234_B004_bottomright95.tiff
data//images/CL_HandE_1234_B004_bottomright96.tiff,data//masks/CL_HandE_1234_B004_bottomright96.tiff
data//images/CL_HandE_1234_B004_bottomright97.tiff,data//masks/CL_HandE_1234_B004_bottomright97.tiff
data//images/CL_HandE_1234_B004_bottomright98.tiff,data//masks/CL_HandE_1234_B004_bottomright98.tiff
data//images/CL_HandE_1234_B004_bottomright99.tiff,data//masks/CL_HandE_1234_B004_bottomright99.tiff
data//images/CL_HandE_1234_B004_bottomright100.tiff,data//masks/CL_HandE_1234_B004_bottomright100.tiff
data//images/CL_HandE_1234_B004_bottomright101.tiff,data//masks/CL_HandE_1234_B004_bottomright101.tiff
data//images/CL_HandE_1234_B004_bottomright102.tiff,data//masks/CL_HandE_1234_B004_bottomright102.tiff
data//images/CL_HandE_1234_B004_bottomright103.tiff,data//masks/CL_HandE_1234_B004_bottomright103.tiff
data//images/CL_HandE_1234_B004_bottomright104.tiff,data//masks/CL_HandE_1234_B004_bottomright104.tiff
data//images/CL_HandE_1234_B004_bottomright105.tiff,data//masks/CL_HandE_1234_B004_bottomright105.tiff
data//images/CL_HandE_1234_B004_bottomright106.tiff,data//masks/CL_HandE_1234_B004_bottomright106.tiff
data//images/CL_HandE_1234_B004_bottomright107.tiff,data//masks/CL_HandE_1234_B004_bottomright107.tiff
data//images/CL_HandE_1234_B004_bottomright108.tiff,data//masks/CL_HandE_1234_B004_bottomright108.tiff
data//images/CL_HandE_1234_B004_bottomright109.tiff,data//masks/CL_HandE_1234_B004_bottomright109.tiff
data//images/CL_HandE_1234_B004_bottomright110.tiff,data//masks/CL_HandE_1234_B004_bottomright110.tiff
data//images/CL_HandE_1234_B004_bottomright111.tiff,data//masks/CL_HandE_1234_B004_bottomright111.tiff
data//images/CL_HandE_1234_B004_bottomright112.tiff,data//masks/CL_HandE_1234_B004_bottomright112.tiff
data//images/CL_HandE_1234_B004_bottomright113.tiff,data//masks/CL_HandE_1234_B004_bottomright113.tiff
data//images/CL_HandE_1234_B004_bottomright114.tiff,data//masks/CL_HandE_1234_B004_bottomright114.tiff
data//images/CL_HandE_1234_B004_bottomright115.tiff,data//masks/CL_HandE_1234_B004_bottomright115.tiff
data//images/CL_HandE_1234_B004_bottomright116.tiff,data//masks/CL_HandE_1234_B004_bottomright116.tiff
data//images/CL_HandE_1234_B004_bottomright117.tiff,data//masks/CL_HandE_1234_B004_bottomright117.tiff
data//images/CL_HandE_1234_B004_bottomright118.tiff,data//masks/CL_HandE_1234_B004_bottomright118.tiff
data//images/CL_HandE_1234_B004_bottomright119.tiff,data//masks/CL_HandE_1234_B004_bottomright119.tiff
data//images/CL_HandE_1234_B004_bottomright120.tiff,data//masks/CL_HandE_1234_B004_bottomright120.tiff
data//images/CL_HandE_1234_B004_bottomright121.tiff,data//masks/CL_HandE_1234_B004_bottomright121.tiff
data//images/CL_HandE_1234_B004_bottomright122.tiff,data//masks/CL_HandE_1234_B004_bottomright122.tiff
data//images/CL_HandE_1234_B004_bottomright123.tiff,data//masks/CL_HandE_1234_B004_bottomright123.tiff
data//images/CL_HandE_1234_B004_bottomright124.tiff,data//masks/CL_HandE_1234_B004_bottomright124.tiff
data//images/CL_HandE_1234_B004_bottomright125.tiff,data//masks/CL_HandE_1234_B004_bottomright125.tiff
data//images/CL_HandE_1234_B004_bottomright126.tiff,data//masks/CL_HandE_1234_B004_bottomright126.tiff
data//images/CL_HandE_1234_B004_bottomright127.tiff,data//masks/CL_HandE_1234_B004_bottomright127.tiff
data//images/CL_HandE_1234_B004_bottomright128.tiff,data//masks/CL_HandE_1234_B004_bottomright128.tiff
data//images/CL_HandE_1234_B004_bottomright129.tiff,data//masks/CL_HandE_1234_B004_bottomright129.tiff
data//images/CL_HandE_1234_B004_bottomright130.tiff,data//masks/CL_HandE_1234_B004_bottomright130.tiff
data//images/CL_HandE_1234_B004_bottomright131.tiff,data//masks/CL_HandE_1234_B004_bottomright131.tiff
data//images/CL_HandE_1234_B004_bottomright132.tiff,data//masks/CL_HandE_1234_B004_bottomright132.tiff
data//images/CL_HandE_1234_B004_bottomright133.tiff,data//masks/CL_HandE_1234_B004_bottomright133.tiff
data//images/CL_HandE_1234_B004_bottomright134.tiff,data//masks/CL_HandE_1234_B004_bottomright134.tiff
data//images/CL_HandE_1234_B004_bottomright135.tiff,data//masks/CL_HandE_1234_B004_bottomright135.tiff
data//images/CL_HandE_1234_B004_bottomright136.tiff,data//masks/CL_HandE_1234_B004_bottomright136.tiff
data//images/CL_HandE_1234_B004_bottomright137.tiff,data//masks/CL_HandE_1234_B004_bottomright137.tiff
data//images/CL_HandE_1234_B004_bottomright138.tiff,data//masks/CL_HandE_1234_B004_bottomright138.tiff
data//images/CL_HandE_1234_B004_bottomright139.tiff,data//masks/CL_HandE_1234_B004_bottomright139.tiff
data//images/CL_HandE_1234_B004_bottomright140.tiff,data//masks/CL_HandE_1234_B004_bottomright140.tiff
data//images/CL_HandE_1234_B004_bottomright141.tiff,data//masks/CL_HandE_1234_B004_bottomright141.tiff
data//images/CL_HandE_1234_B004_bottomright142.tiff,data//masks/CL_HandE_1234_B004_bottomright142.tiff
data//images/CL_HandE_1234_B004_bottomright143.tiff,data//masks/CL_HandE_1234_B004_bottomright143.tiff
data//images/CL_HandE_1234_B004_bottomright144.tiff,data//masks/CL_HandE_1234_B004_bottomright144.tiff
data//images/CL_HandE_1234_B004_bottomright145.tiff,data//masks/CL_HandE_1234_B004_bottomright145.tiff
data//images/CL_HandE_1234_B004_bottomright146.tiff,data//masks/CL_HandE_1234_B004_bottomright146.tiff
data//images/CL_HandE_1234_B004_bottomright147.tiff,data//masks/CL_HandE_1234_B004_bottomright147.tiff
data//images/CL_HandE_1234_B004_bottomright148.tiff,data//masks/CL_HandE_1234_B004_bottomright148.tiff
data//images/CL_HandE_1234_B004_bottomright149.tiff,data//masks/CL_HandE_1234_B004_bottomright149.tiff
data//images/CL_HandE_1234_B004_bottomright150.tiff,data//masks/CL_HandE_1234_B004_bottomright150.tiff
data//images/CL_HandE_1234_B004_bottomright151.tiff,data//masks/CL_HandE_1234_B004_bottomright151.tiff
data//images/CL_HandE_1234_B004_bottomright152.tiff,data//masks/CL_HandE_1234_B004_bottomright152.tiff
data//images/CL_HandE_1234_B004_bottomright153.tiff,data//masks/CL_HandE_1234_B004_bottomright153.tiff
data//images/CL_HandE_1234_B004_bottomright154.tiff,data//masks/CL_HandE_1234_B004_bottomright154.tiff
data//images/CL_HandE_1234_B004_bottomright155.tiff,data//masks/CL_HandE_1234_B004_bottomright155.tiff
data//images/CL_HandE_1234_B004_bottomright156.tiff,data//masks/CL_HandE_1234_B004_bottomright156.tiff
data//images/CL_HandE_1234_B004_bottomright157.tiff,data//masks/CL_HandE_1234_B004_bottomright157.tiff
data//images/CL_HandE_1234_B004_bottomright158.tiff,data//masks/CL_HandE_1234_B004_bottomright158.tiff
data//images/CL_HandE_1234_B004_bottomright159.tiff,data//masks/CL_HandE_1234_B004_bottomright159.tiff
data//images/CL_HandE_1234_B004_bottomright160.tiff,data//masks/CL_HandE_1234_B004_bottomright160.tiff
data//images/CL_HandE_1234_B004_bottomright161.tiff,data//masks/CL_HandE_1234_B004_bottomright161.tiff
data//images/CL_HandE_1234_B004_bottomright162.tiff,data//masks/CL_HandE_1234_B004_bottomright162.tiff
data//images/CL_HandE_1234_B004_bottomright163.tiff,data//masks/CL_HandE_1234_B004_bottomright163.tiff
data//images/CL_HandE_1234_B004_bottomright164.tiff,data//masks/CL_HandE_1234_B004_bottomright164.tiff
data//images/CL_HandE_1234_B004_bottomright165.tiff,data//masks/CL_HandE_1234_B004_bottomright165.tiff
data//images/CL_HandE_1234_B004_bottomright166.tiff,data//masks/CL_HandE_1234_B004_bottomright166.tiff
data//images/CL_HandE_1234_B004_bottomright167.tiff,data//masks/CL_HandE_1234_B004_bottomright167.tiff
data//images/CL_HandE_1234_B004_bottomright168.tiff,data//masks/CL_HandE_1234_B004_bottomright168.tiff
data//images/CL_HandE_1234_B004_bottomright169.tiff,data//masks/CL_HandE_1234_B004_bottomright169.tiff
data//images/CL_HandE_1234_B004_bottomright170.tiff,data//masks/CL_HandE_1234_B004_bottomright170.tiff
data//images/CL_HandE_1234_B004_bottomright171.tiff,data//masks/CL_HandE_1234_B004_bottomright171.tiff
data//images/CL_HandE_1234_B004_bottomright172.tiff,data//masks/CL_HandE_1234_B004_bottomright172.tiff
data//images/CL_HandE_1234_B004_bottomright173.tiff,data//masks/CL_HandE_1234_B004_bottomright173.tiff
data//images/CL_HandE_1234_B004_bottomright174.tiff,data//masks/CL_HandE_1234_B004_bottomright174.tiff
data//images/CL_HandE_1234_B004_bottomright175.tiff,data//masks/CL_HandE_1234_B004_bottomright175.tiff
data//images/CL_HandE_1234_B004_bottomright176.tiff,data//masks/CL_HandE_1234_B004_bottomright176.tiff
data//images/CL_HandE_1234_B004_bottomright177.tiff,data//masks/CL_HandE_1234_B004_bottomright177.tiff
data//images/CL_HandE_1234_B004_bottomright178.tiff,data//masks/CL_HandE_1234_B004_bottomright178.tiff
data//images/CL_HandE_1234_B004_bottomright179.tiff,data//masks/CL_HandE_1234_B004_bottomright179.tiff
data//images/CL_HandE_1234_B004_bottomright180.tiff,data//masks/CL_HandE_1234_B004_bottomright180.tiff
data//images/CL_HandE_1234_B004_bottomright181.tiff,data//masks/CL_HandE_1234_B004_bottomright181.tiff
data//images/CL_HandE_1234_B004_bottomright182.tiff,data//masks/CL_HandE_1234_B004_bottomright182.tiff
data//images/CL_HandE_1234_B004_bottomright183.tiff,data//masks/CL_HandE_1234_B004_bottomright183.tiff
data//images/CL_HandE_1234_B004_bottomright184.tiff,data//masks/CL_HandE_1234_B004_bottomright184.tiff
data//images/CL_HandE_1234_B004_bottomright185.tiff,data//masks/CL_HandE_1234_B004_bottomright185.tiff
data//images/CL_HandE_1234_B004_bottomright186.tiff,data//masks/CL_HandE_1234_B004_bottomright186.tiff
data//images/CL_HandE_1234_B004_bottomright187.tiff,data//masks/CL_HandE_1234_B004_bottomright187.tiff
data//images/CL_HandE_1234_B004_bottomright188.tiff,data//masks/CL_HandE_1234_B004_bottomright188.tiff
data//images/CL_HandE_1234_B004_bottomright189.tiff,data//masks/CL_HandE_1234_B004_bottomright189.tiff
data//images/CL_HandE_1234_B004_bottomright190.tiff,data//masks/CL_HandE_1234_B004_bottomright190.tiff
data//images/CL_HandE_1234_B004_bottomright191.tiff,data//masks/CL_HandE_1234_B004_bottomright191.tiff
data//images/CL_HandE_1234_B004_bottomright192.tiff,data//masks/CL_HandE_1234_B004_bottomright192.tiff
data//images/CL_HandE_1234_B004_bottomright193.tiff,data//masks/CL_HandE_1234_B004_bottomright193.tiff
data//images/CL_HandE_1234_B004_bottomright194.tiff,data//masks/CL_HandE_1234_B004_bottomright194.tiff
data//images/CL_HandE_1234_B004_bottomright195.tiff,data//masks/CL_HandE_1234_B004_bottomright195.tiff
data//images/CL_HandE_1234_B004_bottomright196.tiff,data//masks/CL_HandE_1234_B004_bottomright196.tiff
data//images/CL_HandE_1234_B004_bottomright197.tiff,data//masks/CL_HandE_1234_B004_bottomright197.tiff
data//images/CL_HandE_1234_B004_bottomright198.tiff,data//masks/CL_HandE_1234_B004_bottomright198.tiff
data//images/CL_HandE_1234_B004_bottomright199.tiff,data//masks/CL_HandE_1234_B004_bottomright199.tiff
data//images/CL_HandE_1234_B004_bottomright200.tiff,data//masks/CL_HandE_1234_B004_bottomright200.tiff
data//images/CL_HandE_1234_B004_bottomright201.tiff,data//masks/CL_HandE_1234_B004_bottomright201.tiff
data//images/CL_HandE_1234_B004_bottomright202.tiff,data//masks/CL_HandE_1234_B004_bottomright202.tiff
data//images/CL_HandE_1234_B004_bottomright203.tiff,data//masks/CL_HandE_1234_B004_bottomright203.tiff
data//images/CL_HandE_1234_B004_bottomright204.tiff,data//masks/CL_HandE_1234_B004_bottomright204.tiff
data//images/CL_HandE_1234_B004_bottomright205.tiff,data//masks/CL_HandE_1234_B004_bottomright205.tiff
data//images/CL_HandE_1234_B004_bottomright206.tiff,data//masks/CL_HandE_1234_B004_bottomright206.tiff
data//images/CL_HandE_1234_B004_bottomright207.tiff,data//masks/CL_HandE_1234_B004_bottomright207.tiff
data//images/CL_HandE_1234_B004_bottomright208.tiff,data//masks/CL_HandE_1234_B004_bottomright208.tiff
data//images/CL_HandE_1234_B004_bottomright209.tiff,data//masks/CL_HandE_1234_B004_bottomright209.tiff
data//images/CL_HandE_1234_B004_bottomright210.tiff,data//masks/CL_HandE_1234_B004_bottomright210.tiff
data//images/CL_HandE_1234_B004_bottomright211.tiff,data//masks/CL_HandE_1234_B004_bottomright211.tiff
data//images/CL_HandE_1234_B004_bottomright212.tiff,data//masks/CL_HandE_1234_B004_bottomright212.tiff
data//images/CL_HandE_1234_B004_bottomright213.tiff,data//masks/CL_HandE_1234_B004_bottomright213.tiff
data//images/CL_HandE_1234_B004_bottomright214.tiff,data//masks/CL_HandE_1234_B004_bottomright214.tiff
data//images/CL_HandE_1234_B004_bottomright215.tiff,data//masks/CL_HandE_1234_B004_bottomright215.tiff
data//images/CL_HandE_1234_B004_bottomright216.tiff,data//masks/CL_HandE_1234_B004_bottomright216.tiff
data//images/CL_HandE_1234_B004_bottomright217.tiff,data//masks/CL_HandE_1234_B004_bottomright217.tiff
data//images/CL_HandE_1234_B004_bottomright218.tiff,data//masks/CL_HandE_1234_B004_bottomright218.tiff
data//images/CL_HandE_1234_B004_bottomright219.tiff,data//masks/CL_HandE_1234_B004_bottomright219.tiff
data//images/CL_HandE_1234_B004_bottomright220.tiff,data//masks/CL_HandE_1234_B004_bottomright220.tiff
data//images/CL_HandE_1234_B004_bottomright221.tiff,data//masks/CL_HandE_1234_B004_bottomright221.tiff
data//images/CL_HandE_1234_B004_bottomright222.tiff,data//masks/CL_HandE_1234_B004_bottomright222.tiff
data//images/CL_HandE_1234_B004_bottomright223.tiff,data//masks/CL_HandE_1234_B004_bottomright223.tiff
data//images/CL_HandE_1234_B004_bottomright224.tiff,data//masks/CL_HandE_1234_B004_bottomright224.tiff
data//images/CL_HandE_1234_B004_bottomright225.tiff,data//masks/CL_HandE_1234_B004_bottomright225.tiff
data//images/CL_HandE_1234_B004_bottomright226.tiff,data//masks/CL_HandE_1234_B004_bottomright226.tiff
data//images/CL_HandE_1234_B004_bottomright227.tiff,data//masks/CL_HandE_1234_B004_bottomright227.tiff
data//images/CL_HandE_1234_B004_bottomright228.tiff,data//masks/CL_HandE_1234_B004_bottomright228.tiff
data//images/CL_HandE_1234_B004_bottomright229.tiff,data//masks/CL_HandE_1234_B004_bottomright229.tiff
data//images/CL_HandE_1234_B004_bottomright230.tiff,data//masks/CL_HandE_1234_B004_bottomright230.tiff
data//images/CL_HandE_1234_B004_bottomright231.tiff,data//masks/CL_HandE_1234_B004_bottomright231.tiff
data//images/CL_HandE_1234_B004_bottomright232.tiff,data//masks/CL_HandE_1234_B004_bottomright232.tiff
data//images/CL_HandE_1234_B004_bottomright233.tiff,data//masks/CL_HandE_1234_B004_bottomright233.tiff
data//images/CL_HandE_1234_B004_bottomright234.tiff,data//masks/CL_HandE_1234_B004_bottomright234.tiff
data//images/CL_HandE_1234_B004_bottomright235.tiff,data//masks/CL_HandE_1234_B004_bottomright235.tiff
data//images/CL_HandE_1234_B004_bottomright236.tiff,data//masks/CL_HandE_1234_B004_bottomright236.tiff
data//images/CL_HandE_1234_B004_bottomright237.tiff,data//masks/CL_HandE_1234_B004_bottomright237.tiff
data//images/CL_HandE_1234_B004_bottomright238.tiff,data//masks/CL_HandE_1234_B004_bottomright238.tiff
data//images/CL_HandE_1234_B004_bottomright239.tiff,data//masks/CL_HandE_1234_B004_bottomright239.tiff
data//images/CL_HandE_1234_B004_bottomright240.tiff,data//masks/CL_HandE_1234_B004_bottomright240.tiff
data//images/CL_HandE_1234_B004_bottomright241.tiff,data//masks/CL_HandE_1234_B004_bottomright241.tiff
data//images/CL_HandE_1234_B004_bottomright242.tiff,data//masks/CL_HandE_1234_B004_bottomright242.tiff
data//images/CL_HandE_1234_B004_bottomright243.tiff,data//masks/CL_HandE_1234_B004_bottomright243.tiff
data//images/CL_HandE_1234_B004_bottomright244.tiff,data//masks/CL_HandE_1234_B004_bottomright244.tiff
data//images/CL_HandE_1234_B004_bottomright245.tiff,data//masks/CL_HandE_1234_B004_bottomright245.tiff
data//images/CL_HandE_1234_B004_bottomright246.tiff,data//masks/CL_HandE_1234_B004_bottomright246.tiff
data//images/CL_HandE_1234_B004_bottomright247.tiff,data//masks/CL_HandE_1234_B004_bottomright247.tiff
data//images/CL_HandE_1234_B004_bottomright248.tiff,data//masks/CL_HandE_1234_B004_bottomright248.tiff
data//images/CL_HandE_1234_B004_bottomright249.tiff,data//masks/CL_HandE_1234_B004_bottomright249.tiff
data//images/CL_HandE_1234_B004_bottomright250.tiff,data//masks/CL_HandE_1234_B004_bottomright250.tiff
data//images/CL_HandE_1234_B004_bottomright251.tiff,data//masks/CL_HandE_1234_B004_bottomright251.tiff
data//images/CL_HandE_1234_B004_bottomright252.tiff,data//masks/CL_HandE_1234_B004_bottomright252.tiff
data//images/CL_HandE_1234_B004_bottomright253.tiff,data//masks/CL_HandE_1234_B004_bottomright253.tiff
